Unnamed: 0,lat,lon,time,cloud cover mean,precipitation mean,temperature max,temperature min,temperature mean,water vapor pressure mean
228598,-2.75,29.25,2048-02-01,0.7677642,1.0133068e-07,25.531060000000025,16.178950000000043,20.579800000000034,1086.2444
229314,-2.75,29.25,2048-03-01,0.87801915,1.461321e-07,25.22497000000004,16.349180000000047,20.18783000000002,1119.2698
229763,-2.75,29.25,2048-04-01,0.9001559,1.5057472e-07,24.59695000000005,16.02242000000001,19.70843000000002,1143.4985
230180,-2.75,29.25,2048-05-01,0.72753125,6.389902e-08,24.43450000000001,15.974800000000016,19.70890000000003,1105.5598
231090,-2.75,29.25,2048-06-01,0.59743357,2.168506e-08,24.685,14.785270000000024,19.623440000000016,1044.3638
231551,-2.75,29.25,2048-07-01,0.51849854,0.0,25.212820000000026,14.901030000000048,19.53143,1002.72363
232168,-2.75,29.25,2048-08-01,0.6625673,7.1430346e-09,25.864370000000008,15.875940000000014,20.564080000000047,1002.93524
232367,-2.75,29.25,2048-09-01,0.7103537,3.489425e-08,26.39184,13.587180000000046,20.411800000000028,1028.2417
233315,-2.75,29.25,2048-10-01,0.8154971,4.7953908e-08,25.74636000000004,16.364430000000027,20.70205000000004,1050.394
233468,-2.75,29.25,2048-11-01,0.8290774,7.481445e-08,25.388180000000037,15.62856000000005,20.081080000000043,1087.863
234395,-2.75,29.25,2048-12-01,0.8126226,1.373686e-07,24.780400000000043,15.84023000000002,19.787300000000016,1090.8271
234860,-2.75,29.25,2049-01-01,0.762441,7.6590204e-08,25.64987000000002,15.885770000000036,20.51083,1086.2692
235538,-2.75,29.25,2049-02-01,0.78563595,6.650927e-08,25.94518000000005,15.960570000000018,20.77105,1093.3538
235835,-2.75,29.25,2049-03-01,0.8265456,7.701429e-08,25.61282,16.612630000000024,20.69094000000001,1106.4241
236581,-2.75,29.25,2049-04-01,0.8394405,1.0433272e-07,25.337270000000046,15.517200000000004,19.687130000000025,1093.6565
237411,-2.75,29.25,2049-05-01,0.6623916,5.458091e-08,24.9237,16.045530000000042,19.83987000000002,1099.3816
237897,-2.75,29.25,2049-06-01,0.5892032,2.6173996e-09,24.970180000000028,15.370480000000043,19.98720000000003,1027.7816
238430,-2.75,29.25,2049-07-01,0.6700174,6.4561263e-09,25.23828000000003,15.269460000000038,19.890770000000032,998.0066
238896,-2.75,29.25,2049-08-01,0.58400375,1.4850478e-08,25.937040000000025,15.739280000000008,20.60958000000005,996.57477
